main | t (second),main | E1 (J_per_m2),main | g (m_per_s2),main | M1 (Js2_per_m2),main | omega (radian_per_s),main | q1 (metre),main | q1' (metre/second),main | r0 (metre),main | R1 (Js_per_m2),main | theta (radian),main | theta' (radian/second),main | v1 (m_per_s),main | v1' (m_per_s/second),main | v2 (m_per_s),main | v2' (m_per_s/second)
19.94,200,9.81,100,0.282431,5.94749,-4.86363,1,0.1,0.263411,0.282431,-4.86363,-1.86432,1.96218,-1.18065
19.95,200,9.81,100,0.282699,5.89877,-4.88184,1,0.1,0.266237,0.282699,-4.88184,-1.77693,1.95028,-1.20094
19.96,200,9.81,100,0.282949,5.84986,-4.89917,1,0.1,0.269065,0.282949,-4.89917,-1.68938,1.93816,-1.22158
19.97,200,9.81,100,0.28318,5.80079,-4.91562,1,0.1,0.271896,0.28318,-4.91562,-1.60168,1.92584,-1.24255
19.98,200,9.81,100,0.283389,5.75155,-4.9312,1,0.1,0.274728,0.283389,-4.9312,-1.51384,1.91331,-1.26386
19.99,200,9.81,100,0.283575,5.70216,-4.9459,1,0.1,0.277563,0.283575,-4.9459,-1.4259,1.90057,-1.28553
20,200,9.81,100,0.283737,5.65264,-4.95972,1,0.1,0.2804,0.283737,-4.95972,-1.33786,1.8876,-1.30756
20.01,200,9.81,100,0.283874,5.60297,-4.97266,1,0.1,0.283238,0.283874,-4.97266,-1.24975,1.87441,-1.32995
20.02,200,9.81,100,0.283984,5.55318,-4.98471,1,0.1,0.286077,0.283984,-4.98471,-1.16159,1.861,-1.35271
20.03,200,9.81,100,0.284065,5.50328,-4.99589,1,0.1,0.288917,0.284065,-4.99589,-1.07339,1.84736,-1.37585
20.04,200,9.81,100,0.284117,5.45327,-5.00618,1,0.1,0.291758,0.284117,-5.00618,-0.985185,1.83348,-1.39938
20.05,200,9.81,100,0.284136,5.40316,-5.01559,1,0.1,0.294599,0.284136,-5.01559,-0.896986,1.81937,-1.42329
20.06,200,9.81,100,0.284122,5.35296,-5.02412,1,0.1,0.297441,0.284122,-5.02412,-0.808814,1.80501,-1.4476
20.07,200,9.81,100,0.284072,5.30268,-5.03177,1,0.1,0.300282,0.284072,-5.03177,-0.720689,1.79042,-1.47231
20.08,200,9.81,100,0.283985,5.25233,-5.03853,1,0.1,0.303122,0.283985,-5.03853,-0.63263,1.77557,-1.49743
20.09,200,9.81,100,0.283858,5.20191,-5.04442,1,0.1,0.305961,0.283858,-5.04442,-0.544656,1.76047,-1.52297
20.1,200,9.81,100,0.283691,5.15144,-5.04943,1,0.1,0.308799,0.283691,-5.04943,-0.456786,1.74511,-1.54893
20.11,200,9.81,100,0.283479,5.10093,-5.05355,1,0.1,0.311635,0.283479,-5.05355,-0.36904,1.72949,-1.57532
20.12,200,9.81,100,0.283222,5.05038,-5.05681,1,0.1,0.314468,0.283222,-5.05681,-0.281437,1.7136,-1.60214
20.13,200,9.81,100,0.282917,4.99979,-5.05918,1,0.1,0.317299,0.282917,-5.05918,-0.193994,1.69744,-1.62941
20.14,200,9.81,100,0.282561,4.94919,-5.06069,1,0.1,0.320126,0.282561,-5.06069,-0.106731,1.68101,-1.65712
20.15,200,9.81,100,0.282152,4.89858,-5.06132,1,0.1,0.32295,0.282152,-5.06132,-0.0196646,1.6643,-1.68529
20.16,200,9.81,100,0.281688,4.84797,-5.06108,1,0.1,0.325769,0.281688,-5.06108,0.0671862,1.6473,-1.71392
20.17,200,9.81,100,0.281165,4.79736,-5.05998,1,0.1,0.328583,0.281165,-5.05998,0.153804,1.63002,-1.74302
20.18,200,9.81,100,0.280582,4.74677,-5.05801,1,0.1,0.331392,0.280582,-5.05801,0.240172,1.61244,-1.77259
20.19,200,9.81,100,0.279934,4.69621,-5.05517,1,0.1,0.334195,0.279934,-5.05517,0.326273,1.59456,-1.80265
20.2,200,9.81,100,0.27922,4.64567,-5.05148,1,0.1,0.336991,0.27922,-5.05148,0.41209,1.57639,-1.83319
20.21,200,9.81,100,0.278436,4.59518,-5.04693,1,0.1,0.339779,0.278436,-5.04693,0.497607,1.5579,-1.86422
20.22,200,9.81,100,0.277578,4.54474,-5.04153,1,0.1,0.342559,0.277578,-5.04153,0.582808,1.5391,-1.89574
20.23,200,9.81,100,0.276645,4.49435,-5.03528,1,0.1,0.34533,0.276645,-5.03528,0.667678,1.51998,-1.92778
20.24,200,9.81,100,0.275631,4.44404,-5.02818,1,0.1,0.348092,0.275631,-5.02818,0.752202,1.50054,-1.96032
20.25,200,9.81,100,0.274533,4.39379,-5.02023,1,0.1,0.350843,0.274533,-5.02023,0.836366,1.48077,-1.99337
20.26,200,9.81,100,0.273348,4.34363,-5.01145,1,0.1,0.353582,0.273348,-5.01145,0.920156,1.46067,-2.02694
20.27,200,9.81,100,0.272073,4.29357,-5.00183,1,0.1,0.356309,0.272073,-5.00183,1.00356,1.44023,-2.06104
20.28,200,9.81,100,0.270702,4.2436,-4.99138,1,0.1,0.359023,0.270702,-4.99138,1.08656,1.41945,-2.09566
20.29,200,9.81,100,0.269232,4.19374,-4.9801,1,0.1,0.361723,0.269232,-4.9801,1.16915,1.39832,-2.13082
20.3,200,9.81,100,0.267658,4.144,-4.968,1,0.1,0.364407,0.267658,-4.968,1.25132,1.37683,-2.16652
20.31,200,9.81,100,0.265977,4.09438,-4.95508,1,0.1,0.367076,0.265977,-4.95508,1.33305,1.35499,-2.20275
20.32,200,9.81,100,0.264183,4.0449,-4.94134,1,0.1,0.369726,0.264183,-4.94134,1.41434,1.33278,-2.23953
20.33,200,9.81,100,0.262272,3.99556,-4.92679,1,0.1,0.372359,0.262272,-4.92679,1.49517,1.3102,-2.27685
20.34,200,9.81,100,0.260239,3.94637,-4.91144,1,0.1,0.374971,0.260239,-4.91144,1.57555,1.28724,-2.31473
20.35,200,9.81,100,0.258079,3.89733,-4.89528,1,0.1,0.377563,0.258079,-4.89528,1.65545,1.2639,-2.35315
20.36,200,9.81,100,0.255787,3.84847,-4.87833,1,0.1,0.380133,0.255787,-4.87833,1.73489,1.24017,-2.39213
20.37,200,9.81,100,0.253357,3.79977,-4.86059,1,0.1,0.382678,0.253357,-4.86059,1.81384,1.21605,-2.43165
20.38,200,9.81,100,0.250784,3.75126,-4.84205,1,0.1,0.385199,0.250784,-4.84205,1.89231,1.19154,-2.47174
20.39,200,9.81,100,0.248062,3.70293,-4.82274,1,0.1,0.387694,0.248062,-4.82274,1.97029,1.16662,-2.51237
20.4,200,9.81,100,0.245185,3.6548,-4.80265,1,0.1,0.39016,0.245185,-4.80265,2.04778,1.14129,-2.55356
20.41,200,9.81,100,0.242148,3.60688,-4.78179,1,0.1,0.392597,0.242148,-4.78179,2.12479,1.11555,-2.5953
20.42,200,9.81,100,0.238943,3.55917,-4.76015,1,0.1,0.395002,0.238943,-4.76015,2.20131,1.08938,-2.63758
20.43,200,9.81,100,0.235565,3.51168,-4.73776,1,0.1,0.397375,0.235565,-4.73776,2.27734,1.06279,-2.68041
20.44,200,9.81,100,0.232006,3.46442,-4.71461,1,0.1,0.399713,0.232006,-4.71461,2.35289,1.03577,-2.72378
20.45,200,9.81,100,0.22826,3.41739,-4.6907,1,0.1,0.402014,0.22826,-4.6907,2.42796,1.00832,-2.76769
20.46,200,9.81,100,0.224321,3.37061,-4.66605,1,0.1,0.404277,0.224321,-4.66605,2.50256,0.980417,-2.81212
20.47,200,9.81,100,0.220179,3.32407,-4.64065,1,0.1,0.4065,0.220179,-4.64065,2.57671,0.952071,-2.85707
20.48,200,9.81,100,0.215829,3.2778,-4.61452,1,0.1,0.40868,0.215829,-4.61452,2.6504,0.923274,-2.90253
20.49,200,9.81,100,0.211263,3.23178,-4.58765,1,0.1,0.410816,0.211263,-4.58765,2.72365,0.894019,-2.9485
20.5,200,9.81,100,0.206472,3.18605,-4.56005,1,0.1,0.412905,0.206472,-4.56005,2.79648,0.864302,-2.99495
20.51,200,9.81,100,0.201449,3.14059,-4.53172,1,0.1,0.414945,0.201449,-4.53172,2.8689,0.834119,-3.04188
20.52,200,9.81,100,0.196186,3.09541,-4.50267,1,0.1,0.416933,0.196186,-4.50267,2.94093,0.803463,-3.08928
20.53,200,9.81,100,0.190674,3.05054,-4.4729,1,0.1,0.418868,0.190674,-4.4729,3.01259,0.772332,-3.13712
20.54,200,9.81,100,0.184904,3.00596,-4.44242,1,0.1,0.420746,0.184904,-4.44242,3.08391,0.740719,-3.18538
20.55,200,9.81,100,0.178869,2.96169,-4.41122,1,0.1,0.422565,0.178869,-4.41122,3.1549,0.708623,-3.23406
20.56,200,9.81,100,0.172558,2.91774,-4.37932,1,0.1,0.424322,0.172558,-4.37932,3.22559,0.676037,-3.28312
20.57,200,9.81,100,0.165963,2.87411,-4.34671,1,0.1,0.426015,0.165963,-4.34671,3.29602,0.642959,-3.33254
20.58,200,9.81,100,0.159075,2.8308,-4.3134,1,0.1,0.42764,0.159075,-4.3134,3.36622,0.609385,-3.3823
20.59,200,9.81,100,0.151884,2.78784,-4.27939,1,0.1,0.429195,0.151884,-4.27939,3.43622,0.575313,-3.43236
20.6,200,9.81,100,0.144381,2.74522,-4.24468,1,0.1,0.430677,0.144381,-4.24468,3.50606,0.540738,-3.48269
20.61,200,9.81,100,0.136556,2.70295,-4.20927,1,0.1,0.432082,0.136556,-4.20927,3.57578,0.505658,-3.53326
20.62,200,9.81,100,0.128399,2.66104,-4.17316,1,0.1,0.433407,0.128399,-4.17316,3.64543,0.470072,-3.58403
20.63,200,9.81,100,0.1199,2.61949,-4.13636,1,0.1,0.434649,0.1199,-4.13636,3.71504,0.433977,-3.63496
20.64,200,9.81,100,0.11105,2.57831,-4.09886,1,0.1,0.435804,0.11105,-4.09886,3.78467,0.397373,-3.68601
20.65,200,9.81,100,0.101839,2.53751,-4.06067,1,0.1,0.436869,0.101839,-4.06067,3.85438,0.360257,-3.73712
20.66,200,9.81,100,0.0922566,2.4971,-4.02177,1,0.1,0.437839,0.0922566,-4.02177,3.92421,0.322631,-3.78824
20.67,200,9.81,100,0.0822928,2.45708,-3.98218,1,0.1,0.438712,0.0822928,-3.98218,3.99422,0.284493,-3.83933
20.68,200,9.81,100,0.0719378,2.41746,-3.94189,1,0.1,0.439484,0.0719378,-3.94189,4.06448,0.245845,-3.89031
20.69,200,9.81,100,0.0611818,2.37824,-3.90089,1,0.1,0.44015,0.0611818,-3.90089,4.13504,0.206687,-3.94113
20.7,200,9.81,100,0.0500152,2.33944,-3.85919,1,0.1,0.440706,0.0500152,-3.85919,4.20599,0.167023,-3.99172
20.71,200,9.81,100,0.0384282,2.30106,-3.81677,1,0.1,0.441149,0.0384282,-3.81677,4.27737,0.126854,-4.04199
20.72,200,9.81,100,0.0264117,2.26311,-3.77364,1,0.1,0.441473,0.0264117,-3.77364,4.34928,0.0861843,-4.09187
20.73,200,9.81,100,0.0139566,2.22559,-3.72978,1,0.1,0.441676,0.0139566,-3.72978,4.42177,0.0450182,-4.14128
20.74,200,9.81,100,0.00105401,2.18852,-3.6852,1,0.1,0.441751,0.00105401,-3.6852,4.49494,0.00336072,-4.19012
20.75,200,9.81,100,-0.0123043,2.15189,-3.63988,1,0.1,0.441695,-0.0123043,-3.63988,4.56885,-0.0387819,-4.23829
20.76,200,9.81,100,-0.0261264,2.11572,-3.59382,1,0.1,0.441503,-0.0261264,-3.59382,4.6436,-0.0814025,-4.2857
20.77,200,9.81,100,-0.0404195,2.08002,-3.54701,1,0.1,0.441171,-0.0404195,-3.54701,4.71926,-0.124493,-4.33223
20.78,200,9.81,100,-0.0551906,2.04478,-3.49943,1,0.1,0.440693,-0.0551906,-3.49943,4.79592,-0.168044,-4.37776
20.79,200,9.81,100,-0.0704458,2.01003,-3.45108,1,0.1,0.440066,-0.0704458,-3.45108,4.87367,-0.212044,-4.42216
20.8,200,9.81,100,-0.0861904,1.97577,-3.40195,1,0.1,0.439283,-0.0861904,-3.40195,4.95259,-0.256483,-4.46532
20.81,200,9.81,100,-0.102429,1.94199,-3.35203,1,0.1,0.43834,-0.102429,-3.35203,5.03277,-0.301346,-4.50707
20.82,200,9.81,100,-0.119165,1.90873,-3.30129,1,0.1,0.437233,-0.119165,-3.30129,5.11429,-0.346619,-4.54729
20.83,200,9.81,100,-0.136401,1.87597,-3.24974,1,0.1,0.435955,-0.136401,-3.24974,5.19726,-0.392286,-4.5858
20.84,200,9.81,100,-0.154138,1.84374,-3.19734,1,0.1,0.434503,-0.154138,-3.19734,5.28174,-0.438329,-4.62245
20.85,200,9.81,100,-0.172377,1.81203,-3.1441,1,0.1,0.432871,-0.172377,-3.1441,5.36782,-0.484728,-4.65705
20.86,200,9.81,100,-0.191115,1.78086,-3.08998,1,0.1,0.431054,-0.191115,-3.08998,5.45559,-0.531462,-4.68944
20.87,200,9.81,100,-0.210349,1.75023,-3.03498,1,0.1,0.429047,-0.210349,-3.03498,5.54511,-0.578508,-4.71941
20.88,200,9.81,100,-0.230075,1.72016,-2.97907,1,0.1,0.426845,-0.230075,-2.97907,5.63646,-0.625842,-4.74676
20.89,200,9.81,100,-0.250287,1.69065,-2.92224,1,0.1,0.424444,-0.250287,-2.92224,5.72971,-0.673434,-4.7713
20.9,200,9.81,100,-0.270974,1.66172,-2.86447,1,0.1,0.421838,-0.270974,-2.86447,5.82491,-0.721257,-4.79279
20.91,200,9.81,100,-0.292128,1.63337,-2.80574,1,0.1,0.419023,-0.292128,-2.80574,5.92211,-0.769279,-4.81101
20.92,200,9.81,100,-0.313733,1.60561,-2.74602,1,0.1,0.415994,-0.313733,-2.74602,6.02135,-0.817466,-4.82573
20.93,200,9.81,100,-0.335776,1.57845,-2.68531,1,0.1,0.412747,-0.335776,-2.68531,6.12268,-0.865781,-4.83672
20.94,200,9.81,100,-0.358237,1.5519,-2.62356,1,0.1,0.409277,-0.358237,-2.62356,6.22609,-0.914187,-4.84371
20.95,200,9.81,100,-0.381096,1.52598,-2.56078,1,0.1,0.405581,-0.381096,-2.56078,6.3316,-0.962641,-4.84646
20.96,200,9.81,100,-0.404329,1.50069,-2.49693,1,0.1,0.401654,-0.404329,-2.49693,6.43921,-1.0111,-4.84471
20.97,200,9.81,100,-0.427908,1.47605,-2.43199,1,0.1,0.397493,-0.427908,-2.43199,6.54887,-1.05952,-4.8382
20.98,200,9.81,100,-0.451804,1.45206,-2.36594,1,0.1,0.393095,-0.451804,-2.36594,6.66056,-1.10785,-4.82665
20.99,200,9.81,100,-0.475983,1.42873,-2.29877,1,0.1,0.388456,-0.475983,-2.29877,6.77419,-1.15604,-4.80981
21,200,9.81,100,-0.500409,1.40608,-2.23045,1,0.1,0.383574,-0.500409,-2.23045,6.8897,-1.20403,-4.78741
21.01,200,9.81,100,-0.525041,1.38413,-2.16097,1,0.1,0.378447,-0.525041,-2.16097,7.00698,-1.25176,-4.75918
21.02,200,9.81,100,-0.549836,1.36287,-2.09031,1,0.1,0.373073,-0.549836,-2.09031,7.12588,-1.29919,-4.72487
21.03,200,9.81,100,-0.574746,1.34232,-2.01845,1,0.1,0.36745,-0.574746,-2.01845,7.24626,-1.34624,-4.68421
21.04,200,9.81,100,-0.599721,1.3225,-1.94538,1,0.1,0.361578,-0.599721,-1.94538,7.36794,-1.39285,-4.63698
21.05,200,9.81,100,-0.624705,1.30342,-1.87109,1,0.1,0.355456,-0.624705,-1.87109,7.49071,-1.43896,-4.58293
21.06,200,9.81,100,-0.649642,1.28509,-1.79556,1,0.1,0.349084,-0.649642,-1.79556,7.61433,-1.48449,-4.52186
21.07,200,9.81,100,-0.674471,1.26751,-1.7188,1,0.1,0.342464,-0.674471,-1.7188,7.73855,-1.52937,-4.45356
21.08,200,9.81,100,-0.699127,1.25071,-1.64079,1,0.1,0.335595,-0.699127,-1.64079,7.86306,-1.57354,-4.37786
21.09,200,9.81,100,-0.723544,1.2347,-1.56154,1,0.1,0.328482,-0.723544,-1.56154,7.98755,-1.6169,-4.29461
21.1,200,9.81,100,-0.747651,1.21949,-1.48104,1,0.1,0.321125,-0.747651,-1.48104,8.11168,-1.6594,-4.20368
21.11,200,9.81,100,-0.771377,1.20508,-1.39931,1,0.1,0.31353,-0.771377,-1.39931,8.23508,-1.70095,-4.10498
21.12,200,9.81,100,-0.794648,1.19151,-1.31634,1,0.1,0.305699,-0.794648,-1.31634,8.35734,-1.74148,-3.99845
21.13,200,9.81,100,-0.817389,1.17876,-1.23216,1,0.1,0.297639,-0.817389,-1.23216,8.47806,-1.7809,-3.88407
21.14,200,9.81,100,-0.839522,1.16687,-1.14679,1,0.1,0.289354,-0.839522,-1.14679,8.5968,-1.81913,-3.76187
21.15,200,9.81,100,-0.860971,1.15583,-1.06024,1,0.1,0.280851,-0.860971,-1.06024,8.7131,-1.85611,-3.6319
21.16,200,9.81,100,-0.881659,1.14567,-0.972536,1,0.1,0.272137,-0.881659,-0.972536,8.8265,-1.89174,-3.49428
21.17,200,9.81,100,-0.901509,1.13638,-0.883718,1,0.1,0.26322,-0.901509,-0.883718,8.93651,-1.92597,-3.34916
21.18,200,9.81,100,-0.920446,1.12799,-0.793819,1,0.1,0.25411,-0.920446,-0.793819,9.04266,-1.9587,-3.19674
21.19,200,9.81,100,-0.938397,1.12051,-0.702879,1,0.1,0.244815,-0.938397,-0.702879,9.14447,-1.98988,-3.03729
21.2,200,9.81,100,-0.955291,1.11394,-0.610945,1,0.1,0.235345,-0.955291,-0.610945,9.24145,-2.01943,-2.87111
21.21,200,9.81,100,-0.97106,1.10829,-0.518068,1,0.1,0.225712,-0.97106,-0.518068,9.33313,-2.04728,-2.69856
21.22,200,9.81,100,-0.985642,1.10358,-0.424301,1,0.1,0.215928,-0.985642,-0.424301,9.41906,-2.07338,-2.52004
21.23,200,9.81,100,-0.998977,1.09981,-0.329707,1,0.1,0.206004,-0.998977,-0.329707,9.4988,-2.09766,-2.336
21.24,200,9.81,100,-1.01101,1.09699,-0.234347,1,0.1,0.195953,-1.01101,-0.234347,9.57194,-2.12008,-2.14694
21.25,200,9.81,100,-1.0217,1.09513,-0.138291,1,0.1,0.185788,-1.0217,-0.138291,9.6381,-2.14059,-1.9534
21.26,200,9.81,100,-1.03099,1.09423,-0.041609,1,0.1,0.175523,-1.03099,-0.041609,9.69692,-2.15914,-1.75595
21.27,200,9.81,100,-1.03887,1.0943,0.0556228,1,0.1,0.165173,-1.03887,0.0556228,9.7481,-2.17569,-1.5552
21.28,200,9.81,100,-1.04529,1.09534,0.153327,1,0.1,0.154751,-1.04529,0.153327,9.79136,-2.19023,-1.35178
21.29,200,9.81,100,-1.05023,1.09736,0.251423,1,0.1,0.144272,-1.05023,0.251423,9.82648,-2.20272,-1.14635
21.3,200,9.81,100,-1.0537,1.10037,0.349829,1,0.1,0.133751,-1.0537,0.349829,9.85329,-2.21315,-0.939573
21.31,200,9.81,100,-1.05567,1.10436,0.448461,1,0.1,0.123203,-1.05567,0.448461,9.87166,-2.22151,-0.732137
21.32,200,9.81,100,-1.05616,1.10934,0.547234,1,0.1,0.112642,-1.05616,0.547234,9.88151,-2.2278,-0.524721
21.33,200,9.81,100,-1.05517,1.11531,0.646063,1,0.1,0.102084,-1.05517,0.646063,9.88282,-2.23201,-0.318004
21.34,200,9.81,100,-1.05273,1.12226,0.744863,1,0.1,0.0915438,-1.05273,0.744863,9.87562,-2.23416,-0.112654
21.35,200,9.81,100,-1.04885,1.1302,0.843548,1,0.1,0.0810347,-1.04885,0.843548,9.85997,-2.23427,0.0906757
21.36,200,9.81,100,-1.04358,1.13913,0.942034,1,0.1,0.0705714,-1.04358,0.942034,9.83602,-2.23235,0.291357
21.37,200,9.81,100,-1.03695,1.14904,1.04024,1,0.1,0.0601676,-1.03695,1.04024,9.80392,-2.22845,0.48879
21.38,200,9.81,100,-1.02901,1.15993,1.13809,1,0.1,0.0498368,-1.02901,1.13809,9.76388,-2.22259,0.682404
21.39,200,9.81,100,-1.01981,1.1718,1.23549,1,0.1,0.0395917,-1.01981,1.23549,9.71615,-2.21482,0.871669
21.4,200,9.81,100,-1.0094,1.18464,1.33238,1,0.1,0.0294447,-1.0094,1.33238,9.66103,-2.20517,1.0561
21.41,200,9.81,100,-0.997845,1.19845,1.42869,1,0.1,0.0194076,-0.997845,1.42869,9.59881,-2.19371,1.23523
21.42,200,9.81,100,-0.985213,1.21321,1.52434,1,0.1,0.00949142,-0.985213,1.52434,9.52985,-2.18049,1.40869
21.43,200,9.81,100,-0.971567,1.22893,1.61926,1,0.1,-0.000293282,-0.971567,1.61926,9.4545,-2.16556,1.5761
21.44,200,9.81,100,-0.956978,1.2456,1.71341,1,0.1,-0.00993674,-0.956978,1.71341,9.37314,-2.14899,1.73717
21.45,200,9.81,100,-0.941515,1.2632,1.80671,1,0.1,-0.0194299,-0.941515,1.80671,9.28616,-2.13084,1.89164
21.46,200,9.81,100,-0.925253,1.28173,1.89911,1,0.1,-0.0287643,-0.925253,1.89911,9.19396,-2.11118,2.0393
21.47,200,9.81,100,-0.908263,1.30118,1.99057,1,0.1,-0.0379324,-0.908263,1.99057,9.09693,-2.09007,2.17999
21.48,200,9.81,100,-0.890617,1.32154,2.08104,1,0.1,-0.0469273,-0.890617,2.08104,8.99549,-2.0676,2.31359
21.49,200,9.81,100,-0.872388,1.3428,2.17047,1,0.1,-0.0557428,-0.872388,2.17047,8.89001,-2.04383,2.44004
21.5,200,9.81,100,-0.853646,1.36494,2.25882,1,0.1,-0.0643733,-0.853646,2.25882,8.7809,-2.01882,2.5593
21.51,200,9.81,100,-0.83446,1.38797,2.34607,1,0.1,-0.0728142,-0.83446,2.34607,8.66852,-1.99266,2.67138
21.52,200,9.81,100,-0.814898,1.41186,2.43219,1,0.1,-0.0810612,-0.814898,2.43219,8.55325,-1.96542,2.77632
21.53,200,9.81,100,-0.795024,1.43661,2.51713,1,0.1,-0.0891111,-0.795024,2.51713,8.43543,-1.93716,2.8742
21.54,200,9.81,100,-0.7749,1.4622,2.60089,1,0.1,-0.0969609,-0.7749,2.60089,8.3154,-1.90796,2.96512
21.55,200,9.81,100,-0.754587,1.48862,2.68343,1,0.1,-0.104608,-0.754587,2.68343,8.19347,-1.87788,3.04922
21.56,200,9.81,100,-0.73414,1.51586,2.76475,1,0.1,-0.112052,-0.73414,2.76475,8.06994,-1.847,3.12665
21.57,200,9.81,100,-0.713614,1.54391,2.84483,1,0.1,-0.119291,-0.713614,2.84483,7.94509,-1.81537,3.19758
21.58,200,9.81,100,-0.693057,1.57276,2.92365,1,0.1,-0.126324,-0.693057,2.92365,7.81916,-1.78307,3.2622
21.59,200,9.81,100,-0.672518,1.60238,3.00121,1,0.1,-0.133152,-0.672518,3.00121,7.69241,-1.75015,3.32073
21.6,200,9.81,100,-0.652039,1.63278,3.07749,1,0.1,-0.139775,-0.652039,3.07749,7.56504,-1.71667,3.37338
21.61,200,9.81,100,-0.631661,1.66393,3.15251,1,0.1,-0.146193,-0.631661,3.15251,7.43724,-1.6827,3.42037
21.62,200,9.81,100,-0.611421,1.69582,3.22624,1,0.1,-0.152409,-0.611421,3.22624,7.30921,-1.64828,3.46194
21.63,200,9.81,100,-0.591354,1.72845,3.29869,1,0.1,-0.158422,-0.591354,3.29869,7.1811,-1.61348,3.49832
21.64,200,9.81,100,-0.571489,1.76179,3.36986,1,0.1,-0.164236,-0.571489,3.36986,7.05304,-1.57833,3.52976
21.65,200,9.81,100,-0.551855,1.79584,3.43975,1,0.1,-0.169853,-0.551855,3.43975,6.92517,-1.5429,3.5565
21.66,200,9.81,100,-0.532477,1.83058,3.50836,1,0.1,-0.175274,-0.532477,3.50836,6.79759,-1.50722,3.57877
21.67,200,9.81,100,-0.513376,1.866,3.5757,1,0.1,-0.180503,-0.513376,3.5757,6.67039,-1.47134,3.59682
21.68,200,9.81,100,-0.494573,1.90209,3.64177,1,0.1,-0.185543,-0.494573,3.64177,6.54366,-1.4353,3.61087
21.69,200,9.81,100,-0.476084,1.93883,3.70658,1,0.1,-0.190396,-0.476084,3.70658,6.41746,-1.39913,3.62116
21.7,200,9.81,100,-0.457925,1.97622,3.77013,1,0.1,-0.195066,-0.457925,3.77013,6.29184,-1.36288,3.62791
21.71,200,9.81,100,-0.440107,2.01423,3.83242,1,0.1,-0.199555,-0.440107,3.83242,6.16686,-1.32659,3.63135
21.72,200,9.81,100,-0.422642,2.05286,3.89347,1,0.1,-0.203869,-0.422642,3.89347,6.04254,-1.29027,3.63167
21.73,200,9.81,100,-0.405537,2.0921,3.95327,1,0.1,-0.208009,-0.405537,3.95327,5.91891,-1.25396,3.62909
21.74,200,9.81,100,-0.388801,2.13192,4.01185,1,0.1,-0.211981,-0.388801,4.01185,5.79599,-1.21769,3.6238
21.75,200,9.81,100,-0.372437,2.17233,4.06919,1,0.1,-0.215787,-0.372437,4.06919,5.67379,-1.18149,3.616
21.76,200,9.81,100,-0.35645,2.2133,4.12532,1,0.1,-0.219431,-0.35645,4.12532,5.55231,-1.14538,3.60586
21.77,200,9.81,100,-0.340842,2.25483,4.18024,1,0.1,-0.222917,-0.340842,4.18024,5.43155,-1.10938,3.59355
21.78,200,9.81,100,-0.325614,2.29691,4.23396,1,0.1,-0.226249,-0.325614,4.23396,5.3115,-1.07352,3.57925
21.79,200,9.81,100,-0.310766,2.33951,4.28648,1,0.1,-0.229431,-0.310766,4.28648,5.19215,-1.03781,3.56311
21.8,200,9.81,100,-0.296297,2.38263,4.3378,1,0.1,-0.232466,-0.296297,4.3378,5.07349,-1.00226,3.54528
21.81,200,9.81,100,-0.282204,2.42626,4.38795,1,0.1,-0.235358,-0.282204,4.38795,4.9555,-0.966905,3.5259
21.82,200,9.81,100,-0.268486,2.47039,4.43692,1,0.1,-0.238111,-0.268486,4.43692,4.83817,-0.931748,3.50511
21.83,200,9.81,100,-0.255137,2.51499,4.48471,1,0.1,-0.240729,-0.255137,4.48471,4.72146,-0.896807,3.48302
21.84,200,9.81,100,-0.242155,2.56008,4.53135,1,0.1,-0.243215,-0.242155,4.53135,4.60536,-0.862092,3.45978
21.85,200,9.81,100,-0.229535,2.60562,4.57682,1,0.1,-0.245573,-0.229535,4.57682,4.48984,-0.827615,3.43547
21.86,200,9.81,100,-0.21727,2.65161,4.62114,1,0.1,-0.247807,-0.21727,4.62114,4.37487,-0.793386,3.41022
21.87,200,9.81,100,-0.205356,2.69804,4.66432,1,0.1,-0.24992,-0.205356,4.66432,4.26044,-0.759413,3.38411
21.88,200,9.81,100,-0.193786,2.74489,4.70636,1,0.1,-0.251915,-0.193786,4.70636,4.14651,-0.725706,3.35725
21.89,200,9.81,100,-0.182553,2.79216,4.74725,1,0.1,-0.253796,-0.182553,4.74725,4.03306,-0.69227,3.32973
21.9,200,9.81,100,-0.171652,2.83983,4.78702,1,0.1,-0.255567,-0.171652,4.78702,3.92006,-0.659113,3.30161
21.91,200,9.81,100,-0.161074,2.8879,4.82566,1,0.1,-0.257231,-0.161074,4.82566,3.80749,-0.62624,3.27298
21.92,200,9.81,100,-0.150814,2.93634,4.86317,1,0.1,-0.25879,-0.150814,4.86317,3.69532,-0.593655,3.24392
21.93,200,9.81,100,-0.140863,2.98516,4.89956,1,0.1,-0.260248,-0.140863,4.89956,3.58352,-0.561363,3.21448
21.94,200,9.81,100,-0.131215,3.03433,4.93484,1,0.1,-0.261608,-0.131215,4.93484,3.47209,-0.529366,3.18473
21.95,200,9.81,100,-0.121863,3.08385,4.96901,1,0.1,-0.262873,-0.121863,4.96901,3.36098,-0.497669,3.15472
21.96,200,9.81,100,-0.112798,3.13371,5.00206,1,0.1,-0.264046,-0.112798,5.00206,3.25018,-0.466273,3.12452
21.97,200,9.81,100,-0.104013,3.18389,5.03401,1,0.1,-0.26513,-0.104013,5.03401,3.13968,-0.435179,3.09416
21.98,200,9.81,100,-0.0955014,3.23438,5.06486,1,0.1,-0.266127,-0.0955014,5.06486,3.02944,-0.40439,3.0637
