main | t (second),main | E1 (J_per_m2),main | g (m_per_s2),main | M1 (Js2_per_m2),main | omega (radian_per_s),main | q1 (metre),main | q1' (metre/second),main | r0 (metre),main | R1 (Js_per_m2),main | theta (radian),main | theta' (radian/second),main | v1 (m_per_s),main | v1' (m_per_s/second),main | v2 (m_per_s),main | v2' (m_per_s/second)
21.99,200,9.81,100,-0.0872554,3.28518,5.0946,1,0.1,-0.267041,-0.0872554,5.0946,2.91946,-0.373905,3.03318
22,200,9.81,100,-0.0792677,3.33627,5.12325,1,0.1,-0.267873,-0.0792677,5.12325,2.80972,-0.343726,3.00263
22.01,200,9.81,100,-0.071531,3.38764,5.1508,1,0.1,-0.268627,-0.071531,5.1508,2.70019,-0.313852,2.9721
22.02,200,9.81,100,-0.0640383,3.43928,5.17725,1,0.1,-0.269305,-0.0640383,5.17725,2.59087,-0.284284,2.9416
22.03,200,9.81,100,-0.0567824,3.49118,5.20261,1,0.1,-0.269909,-0.0567824,5.20261,2.48174,-0.25502,2.91119
22.04,200,9.81,100,-0.0497564,3.54333,5.22689,1,0.1,-0.270441,-0.0497564,5.22689,2.37279,-0.22606,2.88088
22.05,200,9.81,100,-0.0429535,3.59572,5.25007,1,0.1,-0.270905,-0.0429535,5.25007,2.26402,-0.197402,2.8507
22.06,200,9.81,100,-0.0363669,3.64833,5.27217,1,0.1,-0.271301,-0.0363669,5.27217,2.1554,-0.169045,2.82067
22.07,200,9.81,100,-0.0299901,3.70116,5.29318,1,0.1,-0.271633,-0.0299901,5.29318,2.04693,-0.140988,2.79081
22.08,200,9.81,100,-0.0238166,3.75419,5.31311,1,0.1,-0.271902,-0.0238166,5.31311,1.9386,-0.113228,2.76115
22.09,200,9.81,100,-0.01784,3.80742,5.33195,1,0.1,-0.27211,-0.01784,5.33195,1.83042,-0.0857644,2.7317
22.1,200,9.81,100,-0.0120543,3.86082,5.34971,1,0.1,-0.272259,-0.0120543,5.34971,1.72236,-0.0585938,2.70247
22.11,200,9.81,100,-0.0064533,3.91441,5.3664,1,0.1,-0.272351,-0.0064533,5.3664,1.61444,-0.0317142,2.67349
22.12,200,9.81,100,-0.00103119,3.96815,5.382,1,0.1,-0.272389,-0.00103119,5.382,1.50664,-0.00512311,2.64476
22.13,200,9.81,100,0.0042178,4.02204,5.39653,1,0.1,-0.272373,0.0042178,5.39653,1.39897,0.021182,2.6163
22.14,200,9.81,100,0.00929926,4.07608,5.40998,1,0.1,-0.272305,0.00929926,5.40998,1.29141,0.0472038,2.58811
22.15,200,9.81,100,0.0142187,4.13024,5.42236,1,0.1,-0.272187,0.0142187,5.42236,1.18398,0.0729451,2.56021
22.16,200,9.81,100,0.0189813,4.18452,5.43366,1,0.1,-0.272021,0.0189813,5.43366,1.07668,0.0984089,2.5326
22.17,200,9.81,100,0.0235923,4.23891,5.44389,1,0.1,-0.271808,0.0235923,5.44389,0.969501,0.123598,2.50529
22.18,200,9.81,100,0.0280568,4.29339,5.45305,1,0.1,-0.27155,0.0280568,5.45305,0.862452,0.148516,2.47829
22.19,200,9.81,100,0.0323796,4.34797,5.46114,1,0.1,-0.271247,0.0323796,5.46114,0.755535,0.173165,2.4516
22.2,200,9.81,100,0.0365654,4.40261,5.46817,1,0.1,-0.270902,0.0365654,5.46817,0.648756,0.197549,2.42522
22.21,200,9.81,100,0.0406189,4.45733,5.47412,1,0.1,-0.270516,0.0406189,5.47412,0.542118,0.22167,2.39917
22.22,200,9.81,100,0.0445445,4.51209,5.47901,1,0.1,-0.270091,0.0445445,5.47901,0.435629,0.245533,2.37343
22.23,200,9.81,100,0.0483465,4.5669,5.48283,1,0.1,-0.269626,0.0483465,5.48283,0.329295,0.26914,2.34802
22.24,200,9.81,100,0.0520292,4.62175,5.48559,1,0.1,-0.269124,0.0520292,5.48559,0.223123,0.292495,2.32294
22.25,200,9.81,100,0.0555966,4.67661,5.4873,1,0.1,-0.268586,0.0555966,5.4873,0.117121,0.3156,2.29819
22.26,200,9.81,100,0.0590527,4.73149,5.48794,1,0.1,-0.268012,0.0590527,5.48794,0.011298,0.33846,2.27376
22.27,200,9.81,100,0.0624013,4.78637,5.48752,1,0.1,-0.267405,0.0624013,5.48752,-0.0943372,0.361077,2.24966
22.28,200,9.81,100,0.0656461,4.84123,5.48605,1,0.1,-0.266765,0.0656461,5.48605,-0.199775,0.383454,2.2259
22.29,200,9.81,100,0.0687907,4.89608,5.48353,1,0.1,-0.266092,0.0687907,5.48353,-0.305004,0.405596,2.20246
22.3,200,9.81,100,0.0718386,4.9509,5.47995,1,0.1,-0.265389,0.0718386,5.47995,-0.410016,0.427504,2.17934
22.31,200,9.81,100,0.0747931,5.00568,5.47533,1,0.1,-0.264656,0.0747931,5.47533,-0.514797,0.449184,2.15656
22.32,200,9.81,100,0.0776576,5.0604,5.46966,1,0.1,-0.263894,0.0776576,5.46966,-0.619337,0.470637,2.13409
22.33,200,9.81,100,0.0804352,5.11507,5.46294,1,0.1,-0.263103,0.0804352,5.46294,-0.723623,0.491867,2.11195
22.34,200,9.81,100,0.0831289,5.16966,5.45519,1,0.1,-0.262285,0.0831289,5.45519,-0.827643,0.512877,2.09014
22.35,200,9.81,100,0.0857416,5.22417,5.44639,1,0.1,-0.261441,0.0857416,5.44639,-0.931384,0.53367,2.06863
22.36,200,9.81,100,0.0882763,5.27858,5.43656,1,0.1,-0.260571,0.0882763,5.43656,-1.03483,0.554251,2.04745
22.37,200,9.81,100,0.0907358,5.3329,5.42569,1,0.1,-0.259676,0.0907358,5.42569,-1.13798,0.57462,2.02658
22.38,200,9.81,100,0.0931226,5.38709,5.4138,1,0.1,-0.258756,0.0931226,5.4138,-1.2408,0.594783,2.00602
22.39,200,9.81,100,0.0954395,5.44117,5.40088,1,0.1,-0.257813,0.0954395,5.40088,-1.34329,0.614742,1.98577
22.4,200,9.81,100,0.0976888,5.49511,5.38694,1,0.1,-0.256848,0.0976888,5.38694,-1.44543,0.6345,1.96582
22.41,200,9.81,100,0.0998731,5.5489,5.37197,1,0.1,-0.25586,0.0998731,5.37197,-1.54721,0.654059,1.94617
22.42,200,9.81,100,0.101995,5.60255,5.35599,1,0.1,-0.25485,0.101995,5.35599,-1.64861,0.673424,1.92682
22.43,200,9.81,100,0.104056,5.65602,5.339,1,0.1,-0.25382,0.104056,5.339,-1.74962,0.692597,1.90777
22.44,200,9.81,100,0.106058,5.70932,5.321,1,0.1,-0.252769,0.106058,5.321,-1.85022,0.71158,1.88901
22.45,200,9.81,100,0.108005,5.76244,5.302,1,0.1,-0.251699,0.108005,5.302,-1.9504,0.730378,1.87054
22.46,200,9.81,100,0.109898,5.81536,5.28199,1,0.1,-0.25061,0.109898,5.28199,-2.05014,0.748992,1.85235
22.47,200,9.81,100,0.111738,5.86807,5.261,1,0.1,-0.249501,0.111738,5.261,-2.14942,0.767426,1.83444
22.48,200,9.81,100,0.113528,5.92058,5.23901,1,0.1,-0.248375,0.113528,5.23901,-2.24823,0.785682,1.81681
22.49,200,9.81,100,0.11527,5.97285,5.21603,1,0.1,-0.247231,0.11527,5.21603,-2.34655,0.803763,1.79945
22.5,200,9.81,100,0.116966,6.02489,5.19208,1,0.1,-0.24607,0.116966,5.19208,-2.44437,0.821672,1.78236
22.51,200,9.81,100,0.118616,6.07669,5.16715,1,0.1,-0.244892,0.118616,5.16715,-2.54167,0.839411,1.76554
22.52,200,9.81,100,0.120224,6.12823,5.14125,1,0.1,-0.243697,0.120224,5.14125,-2.63844,0.856983,1.74898
22.53,200,9.81,100,0.12179,6.17951,5.11438,1,0.1,-0.242487,0.12179,5.11438,-2.73465,0.874391,1.73268
22.54,200,9.81,100,0.123316,6.23052,5.08656,1,0.1,-0.241262,0.123316,5.08656,-2.83029,0.891638,1.71663
22.55,200,9.81,100,0.124804,6.28124,5.05778,1,0.1,-0.240021,0.124804,5.05778,-2.92535,0.908725,1.70084
22.56,200,9.81,100,0.126254,6.33167,5.02805,1,0.1,-0.238766,0.126254,5.02805,-3.0198,0.925655,1.68529
22.57,200,9.81,100,0.12767,6.3818,4.99738,1,0.1,-0.237496,0.12767,4.99738,-3.11364,0.942432,1.66998
22.58,200,9.81,100,0.129051,6.43161,4.96578,1,0.1,-0.236213,0.129051,4.96578,-3.20684,0.959056,1.65492
22.59,200,9.81,100,0.130399,6.48111,4.93325,1,0.1,-0.234915,0.130399,4.93325,-3.29938,0.975531,1.64009
22.6,200,9.81,100,0.131716,6.53028,4.89979,1,0.1,-0.233605,0.131716,4.89979,-3.39126,0.991858,1.62549
22.61,200,9.81,100,0.133003,6.5791,4.86543,1,0.1,-0.232281,0.133003,4.86543,-3.48246,1.00804,1.61113
22.62,200,9.81,100,0.13426,6.62758,4.83015,1,0.1,-0.230945,0.13426,4.83015,-3.57295,1.02408,1.59698
22.63,200,9.81,100,0.13549,6.6757,4.79397,1,0.1,-0.229596,0.13549,4.79397,-3.66272,1.03998,1.58306
22.64,200,9.81,100,0.136693,6.72346,4.7569,1,0.1,-0.228235,0.136693,4.7569,-3.75176,1.05574,1.56936
22.65,200,9.81,100,0.137871,6.77084,4.71894,1,0.1,-0.226862,0.137871,4.71894,-3.84005,1.07137,1.55587
22.66,200,9.81,100,0.139023,6.81783,4.6801,1,0.1,-0.225478,0.139023,4.6801,-3.92756,1.08686,1.5426
22.67,200,9.81,100,0.140153,6.86444,4.64039,1,0.1,-0.224082,0.140153,4.64039,-4.0143,1.10222,1.52953
22.68,200,9.81,100,0.14126,6.91064,4.59981,1,0.1,-0.222675,0.14126,4.59981,-4.10023,1.11745,1.51666
22.69,200,9.81,100,0.142345,6.95643,4.55838,1,0.1,-0.221257,0.142345,4.55838,-4.18535,1.13256,1.504
22.7,200,9.81,100,0.143409,7.0018,4.51611,1,0.1,-0.219828,0.143409,4.51611,-4.26963,1.14753,1.49153
22.71,200,9.81,100,0.144454,7.04675,4.473,1,0.1,-0.218388,0.144454,4.473,-4.35307,1.16239,1.47926
22.72,200,9.81,100,0.14548,7.09126,4.42905,1,0.1,-0.216939,0.14548,4.42905,-4.43564,1.17712,1.46718
22.73,200,9.81,100,0.146489,7.13533,4.38429,1,0.1,-0.215479,0.146489,4.38429,-4.51733,1.19173,1.45528
22.74,200,9.81,100,0.147479,7.17894,4.33871,1,0.1,-0.214009,0.147479,4.33871,-4.59812,1.20623,1.44357
22.75,200,9.81,100,0.148454,7.2221,4.29233,1,0.1,-0.212529,0.148454,4.29233,-4.67801,1.2206,1.43204
22.76,200,9.81,100,0.149413,7.26479,4.24515,1,0.1,-0.21104,0.149413,4.24515,-4.75696,1.23487,1.42069
22.77,200,9.81,100,0.150357,7.307,4.19719,1,0.1,-0.209541,0.150357,4.19719,-4.83498,1.24902,1.40951
22.78,200,9.81,100,0.151288,7.34873,4.14845,1,0.1,-0.208033,0.151288,4.14845,-4.91203,1.26306,1.39851
22.79,200,9.81,100,0.152204,7.38997,4.09895,1,0.1,-0.206515,0.152204,4.09895,-4.98812,1.27699,1.38767
22.8,200,9.81,100,0.153108,7.4307,4.04869,1,0.1,-0.204989,0.153108,4.04869,-5.06321,1.29081,1.377
22.81,200,9.81,100,0.154001,7.47094,3.99769,1,0.1,-0.203453,0.154001,3.99769,-5.13731,1.30453,1.36649
22.82,200,9.81,100,0.154881,7.51066,3.94595,1,0.1,-0.201909,0.154881,3.94595,-5.21039,1.31814,1.35614
22.83,200,9.81,100,0.155752,7.54985,3.89349,1,0.1,-0.200356,0.155752,3.89349,-5.28243,1.33165,1.34595
22.84,200,9.81,100,0.156612,7.58852,3.84031,1,0.1,-0.198794,0.156612,3.84031,-5.35344,1.34506,1.33591
22.85,200,9.81,100,0.157462,7.62666,3.78642,1,0.1,-0.197224,0.157462,3.78642,-5.42338,1.35837,1.32603
22.86,200,9.81,100,0.158304,7.66425,3.73184,1,0.1,-0.195645,0.158304,3.73184,-5.49225,1.37158,1.31629
22.87,200,9.81,100,0.159137,7.70129,3.67658,1,0.1,-0.194057,0.159137,3.67658,-5.56004,1.3847,1.3067
22.88,200,9.81,100,0.159963,7.73778,3.62065,1,0.1,-0.192462,0.159963,3.62065,-5.62672,1.39772,1.29725
22.89,200,9.81,100,0.160781,7.7737,3.56405,1,0.1,-0.190858,0.160781,3.56405,-5.6923,1.41064,1.28794
22.9,200,9.81,100,0.161592,7.80906,3.5068,1,0.1,-0.189246,0.161592,3.5068,-5.75674,1.42348,1.27877
22.91,200,9.81,100,0.162398,7.84384,3.44892,1,0.1,-0.187626,0.162398,3.44892,-5.82005,1.43622,1.26974
22.92,200,9.81,100,0.163197,7.87803,3.39041,1,0.1,-0.185998,0.163197,3.39041,-5.88221,1.44887,1.26084
22.93,200,9.81,100,0.163992,7.91164,3.33128,1,0.1,-0.184362,0.163992,3.33128,-5.9432,1.46144,1.25207
22.94,200,9.81,100,0.164781,7.94466,3.27155,1,0.1,-0.182719,0.164781,3.27155,-6.00302,1.47391,1.24342
22.95,200,9.81,100,0.165567,7.97707,3.21122,1,0.1,-0.181067,0.165567,3.21122,-6.06164,1.48631,1.2349
22.96,200,9.81,100,0.166348,8.00888,3.15032,1,0.1,-0.179407,0.166348,3.15032,-6.11907,1.49861,1.22651
22.97,200,9.81,100,0.167126,8.04008,3.08884,1,0.1,-0.17774,0.167126,3.08884,-6.17529,1.51084,1.21823
22.98,200,9.81,100,0.167902,8.07065,3.02682,1,0.1,-0.176065,0.167902,3.02682,-6.23028,1.52298,1.21008
22.99,200,9.81,100,0.168674,8.10061,2.96424,1,0.1,-0.174382,0.168674,2.96424,-6.28404,1.53504,1.20204
23,200,9.81,100,0.169445,8.12994,2.90114,1,0.1,-0.172691,0.169445,2.90114,-6.33656,1.54702,1.19411
23.01,200,9.81,100,0.170213,8.15863,2.83752,1,0.1,-0.170993,0.170213,2.83752,-6.38782,1.55892,1.1863
23.02,200,9.81,100,0.170981,8.18669,2.77339,1,0.1,-0.169287,0.170981,2.77339,-6.43781,1.57074,1.17859
23.03,200,9.81,100,0.171747,8.2141,2.70876,1,0.1,-0.167573,0.171747,2.70876,-6.48653,1.58249,1.17099
23.04,200,9.81,100,0.172513,8.24086,2.64366,1,0.1,-0.165852,0.172513,2.64366,-6.53396,1.59416,1.1635
23.05,200,9.81,100,0.173278,8.26697,2.57809,1,0.1,-0.164123,0.173278,2.57809,-6.5801,1.60576,1.1561
23.06,200,9.81,100,0.174044,8.29242,2.51206,1,0.1,-0.162386,0.174044,2.51206,-6.62493,1.61729,1.14881
23.07,200,9.81,100,0.17481,8.31721,2.44559,1,0.1,-0.160642,0.17481,2.44559,-6.66845,1.62874,1.14162
23.08,200,9.81,100,0.175577,8.34133,2.3787,1,0.1,-0.15889,0.175577,2.3787,-6.71065,1.64012,1.13452
23.09,200,9.81,100,0.176345,8.36478,2.31139,1,0.1,-0.157131,0.176345,2.31139,-6.75151,1.65143,1.12752
23.1,200,9.81,100,0.177114,8.38756,2.24367,1,0.1,-0.155363,0.177114,2.24367,-6.79103,1.66267,1.1206
23.11,200,9.81,100,0.177886,8.40965,2.17557,1,0.1,-0.153588,0.177886,2.17557,-6.82921,1.67384,1.11378
23.12,200,9.81,100,0.178659,8.43107,2.10709,1,0.1,-0.151806,0.178659,2.10709,-6.86603,1.68495,1.10705
23.13,200,9.81,100,0.179435,8.45179,2.03825,1,0.1,-0.150015,0.179435,2.03825,-6.90149,1.69598,1.1004
23.14,200,9.81,100,0.180214,8.47183,1.96907,1,0.1,-0.148217,0.180214,1.96907,-6.93557,1.70695,1.09384
23.15,200,9.81,100,0.180996,8.49117,1.89955,1,0.1,-0.146411,0.180996,1.89955,-6.96828,1.71786,1.08736
23.16,200,9.81,100,0.181781,8.50982,1.82971,1,0.1,-0.144597,0.181781,1.82971,-6.9996,1.7287,1.08095
23.17,200,9.81,100,0.18257,8.52777,1.75956,1,0.1,-0.142775,0.18257,1.75956,-7.02954,1.73948,1.07463
23.18,200,9.81,100,0.183362,8.54501,1.68912,1,0.1,-0.140946,0.183362,1.68912,-7.05807,1.75019,1.06838
23.19,200,9.81,100,0.184159,8.56155,1.6184,1,0.1,-0.139108,0.184159,1.6184,-7.0852,1.76085,1.06221
23.2,200,9.81,100,0.184961,8.57738,1.54742,1,0.1,-0.137262,0.184961,1.54742,-7.11093,1.77144,1.05611
23.21,200,9.81,100,0.185767,8.5925,1.47619,1,0.1,-0.135409,0.185767,1.47619,-7.13524,1.78197,1.05008
23.22,200,9.81,100,0.186578,8.6069,1.40472,1,0.1,-0.133547,0.186578,1.40472,-7.15813,1.79244,1.04412
23.23,200,9.81,100,0.187395,8.62059,1.33303,1,0.1,-0.131677,0.187395,1.33303,-7.17959,1.80285,1.03822
23.24,200,9.81,100,0.188218,8.63356,1.26113,1,0.1,-0.129799,0.188218,1.26113,-7.19963,1.81321,1.03239
23.25,200,9.81,100,0.189046,8.64581,1.18904,1,0.1,-0.127913,0.189046,1.18904,-7.21823,1.8235,1.02662
23.26,200,9.81,100,0.18988,8.65734,1.11677,1,0.1,-0.126018,0.18988,1.11677,-7.2354,1.83374,1.02092
23.27,200,9.81,100,0.190721,8.66815,1.04434,1,0.1,-0.124115,0.190721,1.04434,-7.25113,1.84392,1.01527
23.28,200,9.81,100,0.191569,8.67823,0.971756,1,0.1,-0.122204,0.191569,0.971756,-7.26541,1.85404,1.00968
23.29,200,9.81,100,0.192423,8.68758,0.899036,1,0.1,-0.120284,0.192423,0.899036,-7.27825,1.86411,1.00415
23.3,200,9.81,100,0.193285,8.69621,0.826196,1,0.1,-0.118355,0.193285,0.826196,-7.28963,1.87413,0.998666
23.31,200,9.81,100,0.194154,8.70411,0.753249,1,0.1,-0.116418,0.194154,0.753249,-7.29957,1.88409,0.993238
23.32,200,9.81,100,0.19503,8.71127,0.680209,1,0.1,-0.114472,0.19503,0.680209,-7.30804,1.89399,0.98786
23.33,200,9.81,100,0.195915,8.71771,0.607092,1,0.1,-0.112517,0.195915,0.607092,-7.31507,1.90384,0.98253
23.34,200,9.81,100,0.196808,8.72341,0.533913,1,0.1,-0.110554,0.196808,0.533913,-7.32063,1.91364,0.977247
23.35,200,9.81,100,0.197709,8.72839,0.460685,1,0.1,-0.108581,0.197709,0.460685,-7.32474,1.92339,0.972009
23.36,200,9.81,100,0.198619,8.73263,0.387423,1,0.1,-0.1066,0.198619,0.387423,-7.32738,1.93308,0.966814
23.37,200,9.81,100,0.199538,8.73614,0.314142,1,0.1,-0.104609,0.199538,0.314142,-7.32857,1.94273,0.961659
23.38,200,9.81,100,0.200466,8.73891,0.240856,1,0.1,-0.102609,0.200466,0.240856,-7.32829,1.95232,0.956544
23.39,200,9.81,100,0.201403,8.74095,0.167581,1,0.1,-0.1006,0.201403,0.167581,-7.32655,1.96186,0.951466
23.4,200,9.81,100,0.20235,8.74226,0.0943303,1,0.1,-0.0985808,0.20235,0.0943303,-7.32335,1.97135,0.946424
23.41,200,9.81,100,0.203307,8.74284,0.021119,1,0.1,-0.0965525,0.203307,0.021119,-7.31868,1.98078,0.941415
23.42,200,9.81,100,0.204274,8.74269,-0.0520385,1,0.1,-0.0945146,0.204274,-0.0520385,-7.31256,1.99017,0.936438
23.43,200,9.81,100,0.205251,8.7418,-0.125127,1,0.1,-0.092467,0.205251,-0.125127,-7.30498,1.99951,0.931492
23.44,200,9.81,100,0.206239,8.74018,-0.198133,1,0.1,-0.0904095,0.206239,-0.198133,-7.29594,2.0088,0.926573
23.45,200,9.81,100,0.207238,8.73784,-0.271041,1,0.1,-0.0883422,0.207238,-0.271041,-7.28544,2.01805,0.92168
23.46,200,9.81,100,0.208247,8.73476,-0.343837,1,0.1,-0.0862648,0.208247,-0.343837,-7.27349,2.02724,0.916811
23.47,200,9.81,100,0.209268,8.73096,-0.416506,1,0.1,-0.0841772,0.209268,-0.416506,-7.26009,2.03638,0.911965
23.48,200,9.81,100,0.210301,8.72643,-0.489034,1,0.1,-0.0820794,0.210301,-0.489034,-7.24524,2.04548,0.907139
23.49,200,9.81,100,0.211345,8.72118,-0.561406,1,0.1,-0.0799711,0.211345,-0.561406,-7.22894,2.05452,0.902331
23.5,200,9.81,100,0.212401,8.71521,-0.633608,1,0.1,-0.0778524,0.212401,-0.633608,-7.2112,2.06352,0.89754
23.51,200,9.81,100,0.21347,8.70851,-0.705625,1,0.1,-0.0757231,0.21347,-0.705625,-7.19201,2.07248,0.892763
23.52,200,9.81,100,0.214551,8.70109,-0.777444,1,0.1,-0.073583,0.214551,-0.777444,-7.17139,2.08138,0.887999
23.53,200,9.81,100,0.215645,8.69296,-0.849048,1,0.1,-0.071432,0.215645,-0.849048,-7.14934,2.09024,0.883245
23.54,200,9.81,100,0.216751,8.68411,-0.920426,1,0.1,-0.06927,0.216751,-0.920426,-7.12586,2.09904,0.878499
23.55,200,9.81,100,0.217871,8.67455,-0.991561,1,0.1,-0.0670969,0.217871,-0.991561,-7.10096,2.10781,0.87376
23.56,200,9.81,100,0.219004,8.66428,-1.06244,1,0.1,-0.0649126,0.219004,-1.06244,-7.07464,2.11652,0.869024
23.57,200,9.81,100,0.220151,8.6533,-1.13305,1,0.1,-0.0627168,0.220151,-1.13305,-7.0469,2.12519,0.86429
23.58,200,9.81,100,0.221312,8.64162,-1.20337,1,0.1,-0.0605095,0.221312,-1.20337,-7.01776,2.1338,0.859557
23.59,200,9.81,100,0.222487,8.62924,-1.2734,1,0.1,-0.0582905,0.222487,-1.2734,-6.98721,2.14238,0.85482
23.6,200,9.81,100,0.223676,8.61616,-1.34311,1,0.1,-0.0560597,0.223676,-1.34311,-6.95527,2.1509,0.85008
23.61,200,9.81,100,0.22488,8.60238,-1.4125,1,0.1,-0.0538169,0.22488,-1.4125,-6.92194,2.15938,0.845332
23.62,200,9.81,100,0.226098,8.58791,-1.48155,1,0.1,-0.0515621,0.226098,-1.48155,-6.88723,2.16781,0.840575
23.63,200,9.81,100,0.227332,8.57275,-1.55024,1,0.1,-0.0492949,0.227332,-1.55024,-6.85114,2.17619,0.835806
23.64,200,9.81,100,0.228581,8.5569,-1.61857,1,0.1,-0.0470154,0.228581,-1.61857,-6.81369,2.18452,0.831024
23.65,200,9.81,100,0.229845,8.54038,-1.68651,1,0.1,-0.0447233,0.229845,-1.68651,-6.77487,2.19281,0.826225
23.66,200,9.81,100,0.231126,8.52317,-1.75406,1,0.1,-0.0424184,0.231126,-1.75406,-6.7347,2.20105,0.821407
23.67,200,9.81,100,0.232422,8.5053,-1.8212,1,0.1,-0.0401007,0.232422,-1.8212,-6.69318,2.20924,0.816569
23.68,200,9.81,100,0.233734,8.48675,-1.88792,1,0.1,-0.0377699,0.233734,-1.88792,-6.65033,2.21738,0.811706
23.69,200,9.81,100,0.235063,8.46754,-1.9542,1,0.1,-0.0354259,0.235063,-1.9542,-6.60615,2.22547,0.806817
23.7,200,9.81,100,0.236409,8.44767,-2.02004,1,0.1,-0.0330686,0.236409,-2.02004,-6.56066,2.23352,0.801899
23.71,200,9.81,100,0.237772,8.42714,-2.08541,1,0.1,-0.0306977,0.237772,-2.08541,-6.51385,2.24151,0.796949
23.72,200,9.81,100,0.239152,8.40596,-2.15031,1,0.1,-0.0283131,0.239152,-2.15031,-6.46574,2.24945,0.791965
23.73,200,9.81,100,0.240549,8.38414,-2.21472,1,0.1,-0.0259146,0.240549,-2.21472,-6.41635,2.25735,0.786944
23.74,200,9.81,100,0.241965,8.36167,-2.27863,1,0.1,-0.023502,0.241965,-2.27863,-6.36567,2.26519,0.781882
23.75,200,9.81,100,0.243398,8.33856,-2.34203,1,0.1,-0.0210752,0.243398,-2.34203,-6.31373,2.27299,0.776778
23.76,200,9.81,100,0.244849,8.31483,-2.4049,1,0.1,-0.018634,0.244849,-2.4049,-6.26052,2.28073,0.771627
23.77,200,9.81,100,0.246319,8.29047,-2.46724,1,0.1,-0.0161782,0.246319,-2.46724,-6.20607,2.28842,0.766428
23.78,200,9.81,100,0.247807,8.26549,-2.52902,1,0.1,-0.0137076,0.247807,-2.52902,-6.15039,2.29606,0.761177
23.79,200,9.81,100,0.249315,8.23989,-2.59024,1,0.1,-0.011222,0.249315,-2.59024,-6.09347,2.30364,0.755871
23.8,200,9.81,100,0.250841,8.21368,-2.65088,1,0.1,-0.00872122,0.250841,-2.65088,-6.03535,2.31117,0.750506
23.81,200,9.81,100,0.252387,8.18687,-2.71094,1,0.1,-0.0062051,0.252387,-2.71094,-5.97603,2.31865,0.74508
23.82,200,9.81,100,0.253953,8.15947,-2.7704,1,0.1,-0.00367341,0.253953,-2.7704,-5.91551,2.32608,0.739588
23.83,200,9.81,100,0.255539,8.13147,-2.82925,1,0.1,-0.00112597,0.255539,-2.82925,-5.85383,2.33344,0.734028
23.84,200,9.81,100,0.257144,8.10288,-2.88747,1,0.1,0.00143743,0.257144,-2.88747,-5.79098,2.34076,0.728397
23.85,200,9.81,100,0.25877,8.07372,-2.94506,1,0.1,0.00401698,0.25877,-2.94506,-5.72698,2.34801,0.722689
23.86,200,9.81,100,0.260417,8.04398,-3.00201,1,0.1,0.0066129,0.260417,-3.00201,-5.66184,2.35521,0.716903
23.87,200,9.81,100,0.262085,8.01368,-3.0583,1,0.1,0.00922539,0.262085,-3.0583,-5.59559,2.36235,0.711033
23.88,200,9.81,100,0.263773,7.98282,-3.11392,1,0.1,0.0118547,0.263773,-3.11392,-5.52822,2.36943,0.705077
23.89,200,9.81,100,0.265483,7.95141,-3.16886,1,0.1,0.0145009,0.265483,-3.16886,-5.45977,2.37645,0.69903
23.9,200,9.81,100,0.267215,7.91945,-3.22311,1,0.1,0.0171644,0.267215,-3.22311,-5.39023,2.38341,0.692889
23.91,200,9.81,100,0.268968,7.88695,-3.27666,1,0.1,0.0198453,0.268968,-3.27666,-5.31963,2.39031,0.686648
23.92,200,9.81,100,0.270744,7.85391,-3.3295,1,0.1,0.0225438,0.270744,-3.3295,-5.24798,2.39714,0.680305
23.93,200,9.81,100,0.272541,7.82036,-3.38162,1,0.1,0.0252602,0.272541,-3.38162,-5.1753,2.40391,0.673854
23.94,200,9.81,100,0.274362,7.78628,-3.433,1,0.1,0.0279947,0.274362,-3.433,-5.1016,2.41062,0.667291
23.95,200,9.81,100,0.276204,7.7517,-3.48364,1,0.1,0.0307475,0.276204,-3.48364,-5.0269,2.41726,0.660612
23.96,200,9.81,100,0.27807,7.71661,-3.53354,1,0.1,0.0335189,0.27807,-3.53354,-4.95121,2.42383,0.653812
23.97,200,9.81,100,0.279959,7.68103,-3.58266,1,0.1,0.036309,0.279959,-3.58266,-4.87455,2.43033,0.646887
23.98,200,9.81,100,0.281871,7.64496,-3.63102,1,0.1,0.0391181,0.281871,-3.63102,-4.79694,2.43677,0.63983
23.99,200,9.81,100,0.283807,7.60841,-3.6786,1,0.1,0.0419465,0.283807,-3.6786,-4.7184,2.44313,0.632639
24,200,9.81,100,0.285767,7.57139,-3.72539,1,0.1,0.0447944,0.285767,-3.72539,-4.63894,2.44942,0.625307
24.01,200,9.81,100,0.28775,7.53391,-3.77138,1,0.1,0.0476619,0.28775,-3.77138,-4.55858,2.45564,0.617829
24.02,200,9.81,100,0.289758,7.49597,-3.81656,1,0.1,0.0505494,0.289758,-3.81656,-4.47733,2.46178,0.6102
24.03,200,9.81,100,0.29179,7.45758,-3.86092,1,0.1,0.0534571,0.29179,-3.86092,-4.39522,2.46784,0.602414
24.04,200,9.81,100,0.293847,7.41875,-3.90446,1,0.1,0.0563853,0.293847,-3.90446,-4.31227,2.47382,0.594466
24.05,200,9.81,100,0.295928,7.37949,-3.94716,1,0.1,0.0593342,0.295928,-3.94716,-4.22848,2.47973,0.58635
24.06,200,9.81,100,0.298034,7.33981,-3.98903,1,0.1,0.0623039,0.298034,-3.98903,-4.14389,2.48555,0.57806
